# Only Scattering events that has return times
# All data corresponds to the unified Phase=Time*angfreq. KE is unit of Up. A and P are unit of A0 and all are at the polarization axis. dt=0.01au
# BornPhase	ReturnPhaser	KE_scatter	KE_backscatter	A_birth	A_scatter	P_scatter	P_backscatter
1.892397908312971389e+00 5.944629644295805093e+00 3.171782712461234777e+00 9.702515857323643189e+00 -3.160864344265927328e-01 9.432353498011786241e-01 -1.259321784227771301e+00 2.202557134028949815e+00
1.892549786154729796e+00 5.944166032772571384e+00 3.171732385621389039e+00 9.701070423291628941e+00 -3.162305219055643879e-01 9.430812714207327252e-01 -1.259311793326297169e+00 2.202393064747029783e+00
1.892701663996488648e+00 5.943702511153531987e+00 3.171681152190533481e+00 9.699621988956282692e+00 -3.163746020900853329e-01 9.429270202765607234e-01 -1.259301622366646001e+00 2.202228642643206946e+00
1.892853541838247278e+00 5.943239079391696045e+00 3.171629012855757157e+00 9.698170557369122591e+00 -3.165186749768314489e-01 9.427725965040276712e-01 -1.259291271480859065e+00 2.202063867984886958e+00
1.893005419680005907e+00 5.942775737440205930e+00 3.171575968304239712e+00 9.696716131581480269e+00 -3.166627405624796721e-01 9.426180002384425549e-01 -1.259280740800922338e+00 2.201898741039364893e+00
1.893157297521764759e+00 5.942312485252331022e+00 3.171522019223236732e+00 9.695258714644467091e+00 -3.168067988437071048e-01 9.424632316150576283e-01 -1.259270030458764733e+00 2.201733262073822139e+00
1.893309175363523167e+00 5.941849322781475706e+00 3.171467166300093954e+00 9.693798309609018560e+00 -3.169508498171900723e-01 9.423082907690703003e-01 -1.259259140586260317e+00 2.201567431355330839e+00
1.893461053205282019e+00 5.941386249981169598e+00 3.171411410222240157e+00 9.692334919525832149e+00 -3.170948934796065655e-01 9.421531778356209141e-01 -1.259248071315227424e+00 2.201401249150848560e+00
1.893612931047040648e+00 5.940923266805076430e+00 3.171354751677187611e+00 9.690868547445429471e+00 -3.172389298276334646e-01 9.419978929497954123e-01 -1.259236822777428877e+00 2.201234715727224511e+00
1.893764808888799278e+00 5.940460373206988720e+00 3.171297191352534295e+00 9.689399196418122528e+00 -3.173829588579483718e-01 9.418424362466243371e-01 -1.259225395104572653e+00 2.201067831351196880e+00
1.893916686730557908e+00 5.939997569140825995e+00 3.171238729935959455e+00 9.687926869494013715e+00 -3.175269805672290557e-01 9.416868078610821646e-01 -1.259213788428311220e+00 2.200900596289393274e+00
1.894068564572316760e+00 5.939534854560639232e+00 3.171179368115230268e+00 9.686451569723011801e+00 -3.176709949521536180e-01 9.415310079280893030e-01 -1.259202002880242866e+00 2.200733010808332057e+00
1.894220442414075167e+00 5.939072229420606419e+00 3.171119106578191182e+00 9.684973300154807063e+00 -3.178150020093993833e-01 9.413750365825106492e-01 -1.259190038591909921e+00 2.200565075174420571e+00
1.894372320255834019e+00 5.938609693675035217e+00 3.171057946012782125e+00 9.683492063838903263e+00 -3.179590017356455078e-01 9.412188939591571435e-01 -1.259177895694802540e+00 2.200396789653959573e+00
1.894524198097592649e+00 5.938147247278360297e+00 3.170995887107014966e+00 9.682007863824589222e+00 -3.181029941275695938e-01 9.410625801927847700e-01 -1.259165574320354253e+00 2.200228154513139245e+00
1.894676075939351279e+00 5.937684890185145115e+00 3.170932930548994388e+00 9.680520703160945928e+00 -3.182469791818505200e-01 9.409060954180954450e-01 -1.259153074599945965e+00 2.200059170018041410e+00
1.894827953781109908e+00 5.937222622350080137e+00 3.170869077026903238e+00 9.679030584896866074e+00 -3.183909568951669433e-01 9.407494397697371280e-01 -1.259140396664903960e+00 2.199889836434641310e+00
1.894979831622868538e+00 5.936760443727981063e+00 3.170804327229010067e+00 9.677537512081006099e+00 -3.185349272641977980e-01 9.405926133823028223e-01 -1.259127540646500565e+00 2.199720154028803609e+00
1.895131709464627168e+00 5.936298354273795042e+00 3.170738681843670470e+00 9.676041487761859017e+00 -3.186788902856220740e-01 9.404356163903336840e-01 -1.259114506675955703e+00 2.199550123066289498e+00
1.895283587306386019e+00 5.935836353942590904e+00 3.170672141559319090e+00 9.674542514987676256e+00 -3.188228459561192052e-01 9.402784489283153579e-01 -1.259101294884434452e+00 2.199379743812750032e+00
1.895435465148144427e+00 5.935374456897914541e+00 3.170604731454425451e+00 9.673040682008823055e+00 -3.189667942723680150e-01 9.401211159734625955e-01 -1.259087910245830555e+00 2.199209026219293150e+00
1.895587342989903279e+00 5.934912685937392851e+00 3.170536491570455251e+00 9.671536129319608932e+00 -3.191107352310488809e-01 9.399636254741589036e-01 -1.259074360705207729e+00 2.199037986179366744e+00
1.895739220831661909e+00 5.934450954333456707e+00 3.170467273661701668e+00 9.670028339714647814e+00 -3.192546688288408485e-01 9.398059479926254012e-01 -1.259060616821466194e+00 2.198866564814091706e+00
1.895891098673420538e+00 5.933989311038507353e+00 3.170397162520401935e+00 9.668517610043865673e+00 -3.193985950624240733e-01 9.396481003624125306e-01 -1.259046695424836493e+00 2.198694795787249134e+00
1.896042976515179168e+00 5.933527756008546206e+00 3.170326158831800800e+00 9.667003943342649563e+00 -3.195425139284786553e-01 9.394900827170175051e-01 -1.259032596645496049e+00 2.198522679362513443e+00
1.896194854356938020e+00 5.933066289199696364e+00 3.170254263281226503e+00 9.665487342646187585e+00 -3.196864254236850278e-01 9.393318951898846914e-01 -1.259018320613569664e+00 2.198350215803454244e+00
1.896346732198696428e+00 5.932604910568215040e+00 3.170181476554110755e+00 9.663967810989531060e+00 -3.198303295447229022e-01 9.391735379144106055e-01 -1.259003867459133508e+00 2.198177405373543891e+00
1.896498610040455279e+00 5.932143620070479351e+00 3.170107799335976306e+00 9.662445351407546568e+00 -3.199742262882738220e-01 9.390150110239392500e-01 -1.258989237312213127e+00 2.198004248336152155e+00
1.896650487882213909e+00 5.931682417662997864e+00 3.170033232312439608e+00 9.660919966934949699e+00 -3.201181156510178316e-01 9.388563146517663327e-01 -1.258974430302784109e+00 2.197830744954550664e+00
1.896802365723972539e+00 5.931221303302405268e+00 3.169957776169218810e+00 9.659391660606289065e+00 -3.202619976296360305e-01 9.386974489311374903e-01 -1.258959446560773632e+00 2.197656895491911122e+00
1.896954243565731391e+00 5.930760276945458820e+00 3.169881431592116439e+00 9.657860435455935644e+00 -3.204058722208097953e-01 9.385384139952476223e-01 -1.258944286216057362e+00 2.197482700211304874e+00
1.897106121407489798e+00 5.930299338549047228e+00 3.169804199267040268e+00 9.656326294518121856e+00 -3.205497394212197260e-01 9.383792099772441109e-01 -1.258928949398463892e+00 2.197308159375707781e+00
1.897257999249248650e+00 5.929838488070177327e+00 3.169726079879982006e+00 9.654789240826877617e+00 -3.206935992275480873e-01 9.382198370102223794e-01 -1.258913436237770522e+00 2.197133273247992680e+00
1.897409877091007280e+00 5.929377725465987403e+00 3.169647074117036389e+00 9.653249277416097840e+00 -3.208374516364758677e-01 9.380602952272312223e-01 -1.258897746863707034e+00 2.196958042090938257e+00
1.897561754932765909e+00 5.928917050693737423e+00 3.169567182664388305e+00 9.651706407319490921e+00 -3.209812966446850546e-01 9.379005847612688074e-01 -1.258881881405953918e+00 2.196782466167222836e+00
1.897713632774524539e+00 5.928456463710812585e+00 3.169486406208317675e+00 9.650160633570603608e+00 -3.211251342488575800e-01 9.377407057452851191e-01 -1.258865839994142810e+00 2.196606545739427929e+00
1.897865510616283391e+00 5.927995964474723323e+00 3.169404745435199899e+00 9.648611959202822774e+00 -3.212689644456757643e-01 9.375806583121817361e-01 -1.258849622757857389e+00 2.196430281070039126e+00
1.898017388458041799e+00 5.927535552943104413e+00 3.169322201031505859e+00 9.647060387249364766e+00 -3.214127872318212620e-01 9.374204425948118313e-01 -1.258833229826633149e+00 2.196253672421444758e+00
1.898169266299800650e+00 5.927075229073710538e+00 3.169238773683795696e+00 9.645505920743271844e+00 -3.215566026039773928e-01 9.372600587259789506e-01 -1.258816661329956288e+00 2.196076720055935461e+00
1.898321144141559280e+00 5.926614992824424277e+00 3.169154464078728139e+00 9.643948562717410411e+00 -3.217004105588261442e-01 9.370995068384400106e-01 -1.258799917397266155e+00 2.195899424235705943e+00
1.898473021983317910e+00 5.926154844153249002e+00 3.169069272903053847e+00 9.642388316204497656e+00 -3.218442110930505029e-01 9.369387870649030781e-01 -1.258782998157953692e+00 2.195721785222856770e+00
1.898624899825076540e+00 5.925694783018309764e+00 3.168983200843614068e+00 9.640825184237057144e+00 -3.219880042033335110e-01 9.367778995380281470e-01 -1.258765903741361658e+00 2.195543803279389916e+00
1.898776777666835169e+00 5.925234809377855960e+00 3.168896248587348641e+00 9.639259169847452569e+00 -3.221317898863582108e-01 9.366168443904279162e-01 -1.258748634276786182e+00 2.195365478667214099e+00
1.898928655508593799e+00 5.924774923190259557e+00 3.168808416821291107e+00 9.637690276067887751e+00 -3.222755681388079774e-01 9.364556217546678996e-01 -1.258731189893475877e+00 2.195186811648143888e+00
1.899080533350352651e+00 5.924315124414012423e+00 3.168719706232566047e+00 9.636118505930378220e+00 -3.224193389573665192e-01 9.362942317632654277e-01 -1.258713570720631836e+00 2.195007802483897486e+00
1.899232411192111059e+00 5.923855480878342128e+00 3.168630237671020922e+00 9.634544281529683118e+00 -3.225631023387168228e-01 9.361326984151866482e-01 -1.258695800753903526e+00 2.194828499169090286e+00
1.899384289033869910e+00 5.923395859059930046e+00 3.168539775648630652e+00 9.632966782215056867e+00 -3.227068582795435403e-01 9.359709749344664598e-01 -1.258677833214010056e+00 2.194648808148476515e+00
1.899536166875628540e+00 5.922936323857218355e+00 3.168448435682726050e+00 9.631386411511201118e+00 -3.228506067765301024e-01 9.358090842604726012e-01 -1.258659691037002704e+00 2.194468775297475194e+00
1.899688044717387170e+00 5.922476875229524040e+00 3.168356218457093032e+00 9.629803172437339853e+00 -3.229943478263608281e-01 9.356470265247871509e-01 -1.258641374351147979e+00 2.194288400875935352e+00
1.899839922559145799e+00 5.922017513136292877e+00 3.168263124655629870e+00 9.628217068012579816e+00 -3.231380814257200917e-01 9.354848018589494441e-01 -1.258622883284669536e+00 2.194107685143618980e+00
1.899991800400904651e+00 5.921558237537088765e+00 3.168169154962331646e+00 9.626628101255899850e+00 -3.232818075712926564e-01 9.353224103944529633e-01 -1.258604217965745509e+00 2.193926628360198805e+00
1.900143678242663059e+00 5.921099048391606168e+00 3.168074310061312016e+00 9.625036275186170442e+00 -3.234255262597625080e-01 9.351598522627500021e-01 -1.258585378522512510e+00 2.193745230785262734e+00
1.900295556084421911e+00 5.920639945659654124e+00 3.167978590636779668e+00 9.623441592822107538e+00 -3.235692374878153532e-01 9.349971275952460026e-01 -1.258566365083061411e+00 2.193563492678307192e+00
1.900447433926180762e+00 5.920180929301165129e+00 3.167881997373045433e+00 9.621844057182302734e+00 -3.237129412521358440e-01 9.348342365233032192e-01 -1.258547177775439119e+00 2.193381414298742449e+00
1.900599311767939170e+00 5.919721999276198687e+00 3.167784530954534716e+00 9.620243671285230391e+00 -3.238566375494087435e-01 9.346711791782420509e-01 -1.258527816727650794e+00 2.193198995905892623e+00
1.900751189609698022e+00 5.919263155544928878e+00 3.167686192065772843e+00 9.618640438149231642e+00 -3.240003263763202579e-01 9.345079556913371555e-01 -1.258508282067657413e+00 2.193016237758994791e+00
1.900903067451456430e+00 5.918804398067655015e+00 3.167586981391386391e+00 9.617034360792494851e+00 -3.241440077295550948e-01 9.343445661938211133e-01 -1.258488573923376208e+00 2.192833140117197210e+00
1.901054945293215281e+00 5.918345726804794538e+00 3.167486899616111184e+00 9.615425442233101805e+00 -3.242876816057998490e-01 9.341810108168823179e-01 -1.258468692422682222e+00 2.192649703239564651e+00
1.901206823134973911e+00 5.917887141716890120e+00 3.167385947424786963e+00 9.613813685488995731e+00 -3.244313480017397278e-01 9.340172896916678624e-01 -1.258448637693407646e+00 2.192465927385075286e+00
1.901358700976732541e+00 5.917428642764599900e+00 3.167284125502354719e+00 9.612199093577988407e+00 -3.245750069140609928e-01 9.338534029492802091e-01 -1.258428409863341146e+00 2.192281812812621578e+00
1.901510578818491171e+00 5.916970229908702805e+00 3.167181434533861140e+00 9.610581669517740622e+00 -3.247186583394500170e-01 9.336893507207794096e-01 -1.258408009060229427e+00 2.192097359781008947e+00
1.901662456660250022e+00 5.916511903110099446e+00 3.167077875204457271e+00 9.608961416325801252e+00 -3.248623022745932287e-01 9.335251331371835493e-01 -1.258387435411776778e+00 2.191912568548960216e+00
1.901814334502008430e+00 5.916053662329809448e+00 3.166973448199398522e+00 9.607338337019582397e+00 -3.250059387161767233e-01 9.333607503294683028e-01 -1.258366689045645082e+00 2.191727439375113384e+00
1.901966212343767282e+00 5.915595507528967900e+00 3.166868154204038888e+00 9.605712434616338058e+00 -3.251495676608880392e-01 9.331962024285653801e-01 -1.258345770089453364e+00 2.191541972518018966e+00
1.902118090185525912e+00 5.915137438668832459e+00 3.166761993903841166e+00 9.604083712133203221e+00 -3.252931891054134939e-01 9.330314895653659679e-01 -1.258324678670779573e+00 2.191356168236145319e+00
1.902269968027284541e+00 5.914679455710778022e+00 3.166654967984368074e+00 9.602452172587177870e+00 -3.254368030464404038e-01 9.328666118707187316e-01 -1.258303414917159024e+00 2.191170026787877756e+00
1.902421845869043171e+00 5.914221558616297614e+00 3.166547077131288912e+00 9.600817818995118103e+00 -3.255804094806560300e-01 9.327015694754302588e-01 -1.258281978956086178e+00 2.190983548431516326e+00
1.902573723710801801e+00 5.913763747347005051e+00 3.166438322030379116e+00 9.599180654373764554e+00 -3.257240084047478001e-01 9.325363625102666143e-01 -1.258260370915014414e+00 2.190796733425281140e+00
1.902725601552560430e+00 5.913306021864625173e+00 3.166328703367504716e+00 9.597540681739671342e+00 -3.258675998154033082e-01 9.323709911059497868e-01 -1.258238590921353151e+00 2.190609582027303048e+00
1.902877479394319282e+00 5.912848382131004499e+00 3.166218221828643209e+00 9.595897904109282450e+00 -3.260111837093107034e-01 9.322054553931617971e-01 -1.258216639102472501e+00 2.190422094495634298e+00
1.903029357236077690e+00 5.912390900568484042e+00 3.166107010242770414e+00 9.594252784561163594e+00 -3.261547600831571359e-01 9.320397817589959333e-01 -1.258194541842152958e+00 2.190234323601148780e+00
1.903181235077836542e+00 5.911933434524529574e+00 3.165994809373891883e+00 9.592604421146708304e+00 -3.262983289336317538e-01 9.318739186886665360e-01 -1.258172247622298290e+00 2.190046166310964715e+00
1.903333112919595171e+00 5.911476053406977904e+00 3.165881746401999486e+00 9.590953257307196722e+00 -3.264418902574220960e-01 9.317078914462508799e-01 -1.258149781703672865e+00 2.189857673149923745e+00
1.903484990761353801e+00 5.911018757178532645e+00 3.165767822009703192e+00 9.589299296046268850e+00 -3.265854440512169776e-01 9.315417001615018400e-01 -1.258127144212718873e+00 2.189668844374220491e+00
1.903636868603112431e+00 5.910561545802018202e+00 3.165653036879724880e+00 9.587642540367477650e+00 -3.267289903117049921e-01 9.313753449641346549e-01 -1.258104335275839647e+00 2.189479680239974080e+00
1.903788746444871283e+00 5.910104419240370888e+00 3.165537391694895231e+00 9.585982993274251740e+00 -3.268725290355751767e-01 9.312088259838240401e-01 -1.258081355019399217e+00 2.189290181003223257e+00
1.903940624286629912e+00 5.909647377456653139e+00 3.165420887138169270e+00 9.584320657769954011e+00 -3.270160602195161803e-01 9.310421433502091837e-01 -1.258058203569725420e+00 2.189100346919934381e+00
1.904092502128388542e+00 5.909190420414041078e+00 3.165303523892612603e+00 9.582655536857847878e+00 -3.271595838602173734e-01 9.308752971928900832e-01 -1.258034881053107457e+00 2.188910178245997429e+00
1.904244379970147394e+00 5.908733548075825404e+00 3.165185302641399634e+00 9.580987633541072412e+00 -3.273030999543683484e-01 9.307082876414275452e-01 -1.258011387595795894e+00 2.188719675237223328e+00
1.904396257811905802e+00 5.908276760405423822e+00 3.165066224067832668e+00 9.579316950822727605e+00 -3.274466084986579206e-01 9.305411148253482922e-01 -1.257987723324006213e+00 2.188528838149354616e+00
1.904548135653664653e+00 5.907820057366360622e+00 3.164946288855317480e+00 9.577643491705758905e+00 -3.275901094897766819e-01 9.303737788741377468e-01 -1.257963888363914373e+00 2.188337667238052120e+00
1.904700013495423061e+00 5.907363438922279997e+00 3.164825497687371314e+00 9.575967259193026493e+00 -3.277336029244137250e-01 9.302062799172448049e-01 -1.257939882841658585e+00 2.188146162758903390e+00
1.904851891337181913e+00 5.906906905036944266e+00 3.164703851247634869e+00 9.574288256287308840e+00 -3.278770887992598637e-01 9.300386180840818362e-01 -1.257915706883341755e+00 2.187954324967423592e+00
1.905003769178940543e+00 5.906450455674230327e+00 3.164581350219853650e+00 9.572606485991265401e+00 -3.280205671110047461e-01 9.298707935040234629e-01 -1.257891360615028153e+00 2.187762154119051505e+00
1.905155647020699172e+00 5.905994090798130536e+00 3.164457995287891290e+00 9.570921951307461484e+00 -3.281640378563389637e-01 9.297028063064068926e-01 -1.257866844162745856e+00 2.187569650469152638e+00
1.905307524862457802e+00 5.905537810372753604e+00 3.164333787135723330e+00 9.569234655238364695e+00 -3.283075010319531084e-01 9.295346566205330285e-01 -1.257842157652486081e+00 2.187376814273019221e+00
1.905459402704216654e+00 5.905081614362321929e+00 3.164208726447439002e+00 9.567544600786327180e+00 -3.284509566345381604e-01 9.293663445756652486e-01 -1.257817301210203409e+00 2.187183645785868435e+00
1.905611280545975061e+00 5.904625502731176923e+00 3.164082813907241221e+00 9.565851790953622924e+00 -3.285944046607843783e-01 9.291978703010316254e-01 -1.257792274961816004e+00 2.186990145262847740e+00
1.905763158387733913e+00 5.904169475443766579e+00 3.163956050199438597e+00 9.564156228742373145e+00 -3.287378451073836860e-01 9.290292339258208187e-01 -1.257767079033204505e+00 2.186796312959025101e+00
1.905915036229492543e+00 5.903713532464661462e+00 3.163828436008461864e+00 9.562457917154645770e+00 -3.288812779710267864e-01 9.288604355791880707e-01 -1.257741713550214913e+00 2.186602149129402761e+00
1.906066914071251173e+00 5.903257673758541380e+00 3.163699972018847006e+00 9.560756859192373724e+00 -3.290247032484053258e-01 9.286914753902505426e-01 -1.257716178638655924e+00 2.186407654028906578e+00
1.906218791913009802e+00 5.902801899290201604e+00 3.163570658915246359e+00 9.559053057857386904e+00 -3.291681209362109506e-01 9.285223534880899798e-01 -1.257690474424300930e+00 2.186212827912390910e+00
1.906370669754768432e+00 5.902346209024548429e+00 3.163440497382417949e+00 9.557346516151396187e+00 -3.293115310311353627e-01 9.283530700017508241e-01 -1.257664601032886242e+00 2.186017671034636844e+00
1.906522547596527062e+00 5.901890602926605389e+00 3.163309488105240153e+00 9.555637237076037849e+00 -3.294549335298706527e-01 9.281836250602435445e-01 -1.257638558590114197e+00 2.185822183650357964e+00
1.906674425438285914e+00 5.901435080961504376e+00 3.163177631768693931e+00 9.553925223632790065e+00 -3.295983284291091331e-01 9.280140187925405293e-01 -1.257612347221649607e+00 2.185626366014190136e+00
1.906826303280044321e+00 5.900979720052676569e+00 3.163045073443478294e+00 9.552210980649039840e+00 -3.297417157255425058e-01 9.278442800305087834e-01 -1.257585995756051345e+00 2.185430275786560017e+00
1.906978181121803173e+00 5.900524368661328012e+00 3.162911529734812710e+00 9.550493523743222468e+00 -3.298850954158641380e-01 9.276743524304023047e-01 -1.257559447846266387e+00 2.185233800276668692e+00
1.907130058963561803e+00 5.900069100552855161e+00 3.162777139629565415e+00 9.548773336630846487e+00 -3.300284674967660092e-01 9.275042636139525509e-01 -1.257532731110718505e+00 2.185036994724671278e+00
1.907281936805320433e+00 5.899613915693278976e+00 3.162641903809317867e+00 9.547050422300591421e+00 -3.301718319649412647e-01 9.273340137092087598e-01 -1.257505845674149914e+00 2.184839859383358895e+00
1.907433814647079062e+00 5.899158814048737653e+00 3.162505822955785195e+00 9.545324783741108376e+00 -3.303151888170828832e-01 9.271636028441889721e-01 -1.257478791661271966e+00 2.184642394505460938e+00
1.907585692488837914e+00 5.898703795585483967e+00 3.162368897750804209e+00 9.543596423940988061e+00 -3.304585380498843428e-01 9.269930311468788098e-01 -1.257451569196763153e+00 2.184444600343641962e+00
1.907737570330596544e+00 5.898248860269883487e+00 3.162231128876334285e+00 9.541865345888743022e+00 -3.306018796600385112e-01 9.268222987452309214e-01 -1.257424178405269544e+00 2.184246477150500354e+00
1.907889448172355173e+00 5.897794008068413696e+00 3.162092517014457371e+00 9.540131552572820084e+00 -3.307452136442391999e-01 9.266514057671653148e-01 -1.257396619411404570e+00 2.184048025178569663e+00
1.908041326014114025e+00 5.897339238947666651e+00 3.161953062847380203e+00 9.538395046981607450e+00 -3.308885399991803311e-01 9.264803523405699126e-01 -1.257368892339750133e+00 2.183849244680319934e+00
1.908193203855872433e+00 5.896884552874349872e+00 3.161812767057438744e+00 9.536655832103443586e+00 -3.310318587215552166e-01 9.263091385933018840e-01 -1.257340997314857045e+00 2.183650135908159040e+00
1.908345081697631285e+00 5.896429949815273019e+00 3.161671630327074212e+00 9.534913910926528402e+00 -3.311751698080587780e-01 9.261377646531823160e-01 -1.257312934461241039e+00 2.183450699114423355e+00
1.908496959539389692e+00 5.895975429737371876e+00 3.161529653338870371e+00 9.533169286439088452e+00 -3.313184732553844380e-01 9.259662306480057614e-01 -1.257284703903390088e+00 2.183250934551395961e+00
1.908648837381148544e+00 5.895520992607684363e+00 3.161386836775525566e+00 9.531421961629215289e+00 -3.314617690602274513e-01 9.257945367055312458e-01 -1.257256305765758642e+00 2.183050842471289776e+00
1.908800715222907174e+00 5.895066638393362979e+00 3.161243181319854934e+00 9.529671939484948950e+00 -3.316050572192817958e-01 9.256226829534871525e-01 -1.257227740172768948e+00 2.182850423126255990e+00
1.908952593064665804e+00 5.894612367061673019e+00 3.161098687654803285e+00 9.527919222994261972e+00 -3.317483377292424485e-01 9.254506695195708899e-01 -1.257199007248813283e+00 2.182649676768384062e+00
1.909104470906424433e+00 5.894158178579987251e+00 3.160953356463434005e+00 9.526163815145041625e+00 -3.318916105868044975e-01 9.252784965314473364e-01 -1.257170107118251945e+00 2.182448603649699059e+00
1.909256348748183285e+00 5.893704072915793013e+00 3.160807188428933490e+00 9.524405718925118336e+00 -3.320348757886631419e-01 9.251061641167511729e-01 -1.257141039905414370e+00 2.182247204022165654e+00
1.909408226589941693e+00 5.893250050036685117e+00 3.160660184234604486e+00 9.522644937322221281e+00 -3.321781333315131368e-01 9.249336724030849943e-01 -1.257111805734598242e+00 2.182045478137683236e+00
1.909560104431700545e+00 5.892796109910370284e+00 3.160512344563878528e+00 9.520881473324028121e+00 -3.323213832120508471e-01 9.247610215180206428e-01 -1.257082404730071490e+00 2.181843426248092133e+00
1.909711982273459174e+00 5.892342252504663591e+00 3.160363670100299505e+00 9.519115329918117041e+00 -3.324646254269713053e-01 9.245882115890985409e-01 -1.257052837016069846e+00 2.181641048605168276e+00
1.909863860115217804e+00 5.891888477787492029e+00 3.160214161527541421e+00 9.517346510092016487e+00 -3.326078599729705432e-01 9.244152427438293573e-01 -1.257023102716799956e+00 2.181438345460629424e+00
1.910015737956976434e+00 5.891434785726890055e+00 3.160063819529389306e+00 9.515575016833148325e+00 -3.327510868467445926e-01 9.242421151096918974e-01 -1.256993201956436490e+00 2.181235317066128498e+00
1.910167615798735063e+00 5.890981176291001375e+00 3.159912644789754310e+00 9.513800853128863366e+00 -3.328943060449896518e-01 9.240688288141346574e-01 -1.256963134859124365e+00 2.181031963673258911e+00
1.910319493640493693e+00 5.890527649448078051e+00 3.159760637992662602e+00 9.512024021966430709e+00 -3.330375175644020858e-01 9.238953839845752691e-01 -1.256932901548977410e+00 2.180828285533552791e+00
1.910471371482252545e+00 5.890074205166483168e+00 3.159607799822266472e+00 9.510244526333044846e+00 -3.331807214016787033e-01 9.237217807484019438e-01 -1.256902502150080592e+00 2.180624282898482758e+00
1.910623249324010953e+00 5.889620924748082409e+00 3.159454287769951630e+00 9.508462913273415751e+00 -3.333239175535155918e-01 9.235480504229270915e-01 -1.256871967976442628e+00 2.180420018399369830e+00
1.910775127165769804e+00 5.889167648081157225e+00 3.159299794065161038e+00 9.506678115521008721e+00 -3.334671060166105039e-01 9.233741317825717720e-01 -1.256841237799182220e+00 2.180215369581754103e+00
1.910927005007528434e+00 5.888714453097084522e+00 3.159144469535624111e+00 9.504890657036568768e+00 -3.336102867876599154e-01 9.232000548183487698e-01 -1.256810341606008574e+00 2.180010396424357566e+00
1.911078882849287064e+00 5.888261339765143987e+00 3.158988314862066549e+00 9.503100540794498841e+00 -3.337534598633612459e-01 9.230258196567274753e-01 -1.256779279520088721e+00 2.179805099176816086e+00
1.911230760691045916e+00 5.887808308054732542e+00 3.158831330725358377e+00 9.501307769769212541e+00 -3.338966252404122481e-01 9.228514264241522991e-01 -1.256748051664564603e+00 2.179599478088716680e+00
1.911382638532804545e+00 5.887355357935352806e+00 3.158673517806491748e+00 9.499512346935063078e+00 -3.340397829155100085e-01 9.226768752470393409e-01 -1.256716658162549294e+00 2.179393533409588635e+00
1.911534516374563175e+00 5.886902489376617531e+00 3.158514876786599146e+00 9.497714275266377015e+00 -3.341829328853526127e-01 9.225021662517778331e-01 -1.256685099137130557e+00 2.179187265388908390e+00
1.911686394216321805e+00 5.886449702348248714e+00 3.158355408346939619e+00 9.495913557737434729e+00 -3.343260751466379799e-01 9.223272995647299188e-01 -1.256653374711367954e+00 2.178980674276097762e+00
1.911838272058080657e+00 5.885996996820074934e+00 3.158195113168905444e+00 9.494110197322482847e+00 -3.344692096960645844e-01 9.221522753122304294e-01 -1.256621485008295069e+00 2.178773760320525277e+00
1.911990149899839064e+00 5.885544372762038456e+00 3.158033991934023899e+00 9.492304196995748455e+00 -3.346123365303300123e-01 9.219770936205892164e-01 -1.256589430150919284e+00 2.178566523771508390e+00
1.912142027741597916e+00 5.885091830144183689e+00 3.157872045323950605e+00 9.490495559731387587e+00 -3.347554556461336261e-01 9.218017546160871545e-01 -1.256557210262220892e+00 2.178358964878308157e+00
1.912293905583356324e+00 5.884639368936666948e+00 3.157709274020470414e+00 9.488684288503531405e+00 -3.348985670401733450e-01 9.216262584249803602e-01 -1.256524825465153761e+00 2.178151083890134121e+00
1.912445783425115176e+00 5.884186989109748467e+00 3.157545678705500514e+00 9.486870386286261336e+00 -3.350416707091488644e-01 9.214506051734967507e-01 -1.256492275882645560e+00 2.177942881056142532e+00
1.912597661266873805e+00 5.883734690633799502e+00 3.157381260061090877e+00 9.485053856053617949e+00 -3.351847666497584921e-01 9.212747949878395959e-01 -1.256459561637598199e+00 2.177734356625437684e+00
1.912749539108632435e+00 5.883282473479295227e+00 3.157216018769414489e+00 9.483234700779595627e+00 -3.353278548587018126e-01 9.210988279941845214e-01 -1.256426682852886278e+00 2.177525510847071022e+00
1.912901416950391065e+00 5.882830337616820948e+00 3.157049955512785111e+00 9.481412923438147899e+00 -3.354709353326781329e-01 9.209227043186823947e-01 -1.256393639651360417e+00 2.177316343970042922e+00
1.913053294792149917e+00 5.882378283017064113e+00 3.156883070973636851e+00 9.479588527003169673e+00 -3.356140080683872595e-01 9.207464240874564387e-01 -1.256360432155843698e+00 2.177106856243300026e+00
1.913205172633908324e+00 5.881926309650823192e+00 3.156715365834535714e+00 9.477761514448523883e+00 -3.357570730625283328e-01 9.205699874266056737e-01 -1.256327060489133896e+00 2.176897047915739680e+00
1.913357050475667176e+00 5.881474417488996131e+00 3.156546840778176044e+00 9.475931888747991749e+00 -3.359001303118021031e-01 9.203933944622008090e-01 -1.256293524774002801e+00 2.176686919236203721e+00
1.913508928317425806e+00 5.881022606502593675e+00 3.156377496487385415e+00 9.474099652875340283e+00 -3.360431798129080994e-01 9.202166453202895724e-01 -1.256259825133197783e+00 2.176476470453487355e+00
1.913660806159184435e+00 5.880570876662726931e+00 3.156207333645111301e+00 9.472264809804256558e+00 -3.361862215625467942e-01 9.200397401268921582e-01 -1.256225961689438897e+00 2.176265701816331166e+00
